,Orden original,Comisión,Congresistas,Cargo,Bancada,Sesión,Fecha,Asistencia,Licencia,Inas. Just.,Inas. Inj.,
35,1484,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 1a. SES. ORD. 8SET21.xlsx
35,1763,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 6a. SES. EXT. 4FEB22.xlsx
35,1835,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,21a. SES. ORD. 1JUN22.xlsx
15,2010,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 3SO ASIS 04 Y 06.10.21 VCV OK.xlsx
20,2059,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP1 4SO ASIS 14.06.22 VCV OK.xlsx
19,2583,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 1SE ASIS 08.07.22 OK VCV.xlsx
20,2636,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC SI ASIS 07.09.21 VCV OK.xlsx
35,3175,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 17a. SES. ORD 6ABR22.xlsx
15,3206,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 15SE ASIS 08.04.2022 MHM VCV OK.xlsx
15,3380,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Vicepeidente,Renovación Popular,,,1,,,,CR CETC 5SE ASIS 28.12.21 VCV OK.xlsx
36,4103,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 6a. SES. ORD. 10NOV21.xlsx
15,4144,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Vicepeidente,Renovación Popular,,,1,,,,CR CETC 6SE ASIS 11.01.22 VCV OK.xlsx
22,4290,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP1 SI 30.03.22 VCV OK.xlsx
35,4418,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 5a. SES. EXT. 20ENE22.xlsx
35,4525,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,18a. SES. ORD 13ABR22.xlsx
35,5112,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 7a. SES. EXT. 29MAR22.xlsx
35,5567,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 11a. SES. ORD 19ENE22.xlsx
35,6355,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 5a. SES. ORD. 3NOV21.xlsx
35,6612,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,22a. SES. ORD. 8JUN22.xlsx
35,6832,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 10a. SES. ORD 5ENE22.xlsx
15,6860,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 7SE ASIS 08.02.22 MHM VCV OK.xlsx
19,7213,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP1 1SO ASIS 26.04.22 VCV OK.xlsx
35,7451,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 9a. SES. ORD 22DIC21.xlsx
35,7475,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 3a. SES. ORD. 20OCT21.xlsx
15,7872,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 9SE ASIS 01 y 02.03.22 MHM VCV OK.xlsx
15,8354,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 2SO ASIS 27.09.21 VCV OK.xlsx
19,8397,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 2SE ASIS 03.08.22 VCV OK.xlsx
19,8664,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 1SO ASIS 28.06.22 VCV OK.xlsx
15,8794,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,,,1,,CR CETC 12SE ASIS 27.03.22 MHM VCV OK.xlsx
35,9260,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 4a. SES. EXT 13DIC21.xlsx
35,9326,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,19a. SES. ORD 27ABR22.xlsx
15,9670,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 1SO ASIS 13.09.21 VCV OK.xlsx
15,10504,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 11SE ASIS 15 y 16.03.22 MHM VCV OK.xlsx
35,10735,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 13a. SES. ORD 16FEB22.xlsx
19,10959,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 3SO ASIS 02.08.22 VCV OK.xlsx
15,11234,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 10SE ASIS 09.03.22 MHM VCV OK.xlsx
35,12000,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 15a. SES. ORD 9MAR22.xlsx
15,12005,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 13SE ASIS 29.03.22 MHM VCV OK.xlsx
15,12052,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 4SO ASIS 29.11.21 VCV OK.xlsx
36,12254,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 1a. SES. EXT 19OCT21.xlsx
15,12382,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Vicepresidente,Renovación Popular,,,1,,,,CR CETC 2SE ASIS 02.11.21 VCV OK.xlsx
15,13375,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 16SE ASIS 08.04.2022 MHM VCV OK.xlsx
35,13404,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 8a. SES. ORD 15DIC21.xlsx
20,13438,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP1 2SO ASIS 24.05.22 VCV OK.xlsx
15,13707,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 3SE ASIS 15.11.21 VCV OK.xlsx
15,14163,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Vicepeidente,Renovación Popular,,,1,,,,CR CETC 4SE ASIS 16.12.21 VCV OK.xlsx
35,14231,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 14a. SES. ORD 2MAR22.xlsx
35,14320,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 3a. SES. EXT 20NOV21.xlsx
35,14344,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 4a. SES. ORD. 27OCT21 (1).xlsx
19,14975,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 2SO ASIS 19.07.22 VCV OK.xlsx
35,15165,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 7a. SES. ORD. 17NOV21.xlsx
36,15289,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 2a. SES. EXT 23OCT21.xlsx
35,15412,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. SES. INST.1SET21.xlsx
19,15450,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 3SE ASIS 05.08.22 VCV OK.xlsx
18,15559,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,"CR CETC 14SE ASIS 30, 31.03.22 y 01, 04, 06 y 07.042022 MHM VCV OK.xlsx"
35,15649,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,10a. SES. EXT. 11JUL22.xlsx
35,15901,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 2a. SES. ORD. 15SET21.xlsx
15,16013,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Vicepresidente,Renovación Popular,,,1,,,,CR CETC 1SE ASIS 15.09.21 VCV OK.xlsx
15,16029,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 8SE ASIS 24.02.22 MHM VCV OK.xlsx
35,16135,CIENCIA,"MONTOYA MANRIQUE, JORGE CARLOS",Accesitaria,Renovación Popular,,,,,,,FORMATO ASIST. 8a. SES. EXT. 2ABR22 TRUJILLO.xlsx
20,16262,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP1 3SO ASIS 30.05.22 VCV OK.xlsx
15,16321,Magistrados TC,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CETC 17SE ASIS 18.04.2022 MHM VCV OK.xlsx
19,16618,Defensor del Pueblo,"MONTOYA MANRIQUE, JORGE CARLOS",Titular,Renovación Popular,,,1,,,,CR CEDP2 SI ASIS 27.06.22 VCV OK.xlsx
34,46,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,12ava Ext. (Com. Invest. Moción 1868),2022-04-22 00:00:00,,,,,ASISTENCIA DÉCIMA SEGUNDA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 22.04.2022) se suspendió.xlsx
34,142,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,6ta Ext. (Com. Invest. Moción 1868),2022-02-25 00:00:00,,,,,ASISTENCIA SEXTA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 25.02.2022).xlsx
34,182,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,13ma Ord.,2022-02-09 00:00:00,,,,,ASISTENCIA DÉCIMA TERCERA SESIÓN ORD. CPAAAAE (MIÉRCOLES 09.02.2022).xlsx
50,327,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 005-I,2022-05-24 00:00:00,,,,,SE 005-I Asistencia.xlsx
24,367,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 013-F,2022-03-09 00:00:00,1,,,,SO 013-F Asistencia.xlsx
28,446,Economía,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,10 ma. S.E.D,30.5.2022,1,-,-,-,10 Asistencia Decima Sesión Extraordinaria Economia (3) (2).xlsx
28,544,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,25 ava. SO,27.06.2022,1,-,-,-,25 Registro de Asistencia de la Vigésimo Quinta Sesión Ordinaria Comisión de Eonomía (2).xlsx
42,665,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 6ta.Ord. 19-10.2021.xlsx
42,700,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,DÉCIMO QUINTA S.O,05.07.2022,1,,,,Asistencia Inclusión Social 15ta. S.O_.xlsx
34,728,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,16ta Ext. (Com. Invest. Moción 1868),2022-05-27 00:00:00,,,,,ASISTENCIA DÉCIMA SEXTA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 27.05.2022).xlsx
49,767,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 005-H,2022-05-03 00:00:00,,,,,SE 005-H Asistencia.xlsx
24,820,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 009,2021-11-03 00:00:00,1,,,,SO 009 Asistencia.xlsx
24,901,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 007,2021-10-20 00:00:00,1,,,,SO 007 Asistencia.xlsx
49,1152,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SO 013-L,2022-05-06 00:00:00,1,,,,SO 013-L Asistencia.xlsx
34,1292,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,21ra Ord.,2022-05-25 00:00:00,,,,,ASISTENCIA VIGÉSIMA PRIMERA SESIÓN ORD. CPAAAAE (MIÉRCOLES 25.05.2022).xlsx
50,1360,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SO 013-R,2022-05-27 00:00:00,,,,,SO 013-R Asistencia.xlsx
28,1386,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,15 ava. SO,09.03.2022,1,-,-,-,15 Registro de Asistenia de la Décimo Quinta Sesión Ordinaria.xlsx
28,1419,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,20 ava. SO,11.05.2022,1,-,-,-,20 Registro de Asistencia de la la Vigésima Sesión Ordinaria Comisión de Eonomía (2).xlsx
34,1459,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,16ta Ord.,2022-03-09 00:00:00,,,,,ASISTENCIA DÉCIMA SEXTA SESIÓN ORD. CPAAAAE (MIÉRCOLES 09.03.2022).xlsx
50,1523,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 011,2022-07-22 00:00:00,,,,,SE 011 Asistencia.xlsx
50,1581,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 007,2022-06-10 00:00:00,,,,,SE 007 Asistencia.xlsx
24,1596,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 013-H,2022-03-30 00:00:00,,1,,,SO 013-H Asistencia.xlsx
29,1673,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,17 ava. SO,06.04.2022,1,-,-,-,17 Registro de Asistencia de la Décimo Setima Comisión de Eonomía (5).xlsx
34,1719,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,15ta Ord.,2022-03-02 00:00:00,,,,,ASISTENCIA DÉCIMA QUINTA SESIÓN ORD. CPAAAAE (MIÉRCOLES 02.03.2022).xlsx
33,1786,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,Elección e Instalación,2021-08-18 00:00:00,,,,,ASISTENCIA SESIÓN ELECCIÓN E INSTALACIÓN COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 18.08.2021).xlsx
34,1810,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,18va Ext. (Com. Invest. Moción 1868),2022-06-10 00:00:00,,,,,ASISTENCIA DÉCIMA OCTAVA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 10.06.2022).xlsx
36,1901,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,7ma. Ord.,2021-11-03 00:00:00,,,,,ASISTENCIA SÉTIMA SESIÓN ORDINARIA COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 03.11.2021).xlsx
34,2044,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,11va Ext. (Com. Invest. Moción 1868),2022-04-08 00:00:00,,,,,ASISTENCIA DÉCIMA PRIMERA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 08.04.2022).xlsx
42,2177,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 9na. SO.xlsx
25,2208,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 001,2021-08-25 00:00:00,1,,,,SO 001 Asistencia.xlsx
24,2385,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SE 005-B,2022-03-01 00:00:00,1,,,,SE 005-B Asistencia.xlsx
28,2494,Economía,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,7 ma. SED,25.04.2022,1,-,-,-,07 7ma . Sesión Extraordinariadesentralizada (3).xlsx
42,2542,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 8va. SO (3).xlsx
28,2559,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,5Ta. S.O,20.10.2021,1,-,-,-,05 Registro de Asistencia Quinta Sesión Ordinaria Economia - (1).xlsx
34,2659,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,22ma Ord.,2022-06-15 00:00:00,,,,,ASISTENCIA VIGÉSIMA SEGUNDA SESIÓN ORDINARIA CPAAAAE (MIÈRCOLES 15.06.2022).xlsx
28,2693,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,6Ta. S.O,03.11.2021,1,-,-,-,06 Registro de Asistencia Sexta Sesión Ordinaria Economia (4).xlsx
34,2931,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,4ta Ext. (Com. Invest. Moción 1868),2022-02-11 00:00:00,,,,,ASISTENCIA CUARTA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 11.02.2022).xlsx
28,2976,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,6ta. SE,31.01.2022,1,-,-,-,06 Asistencia 6ta. Sesión Extraordinaria Comisión de Economia (3) (3) (8).xlsx
24,3108,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SE 005-E,2022-03-29 00:00:00,,1,,,SE 005-E Asistencia.xlsx
42,3302,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 4ta. S.E. 15.03.22.xlsx
50,3493,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SO 013-Q,2022-05-25 00:00:00,,,,,SO 013-Q Asistencia.xlsx
28,3512,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,11 ava. SE,11.07.2022,-,1,-,-,11 11ava Sesión Extraordinaaria Comisión de Eonomía (2) (1).xlsx
42,3609,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 3ra. SE 08-02 -.22.xlsx
28,3823,Economía,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,21ava. SO.,25.05.2022,1,-,-,-,21 Registro de Asistencia de la Vigésimo Primera Sesión Ordinaria Comisión de Eonomía.xlsx
49,3995,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SO 013-K,2022-05-04 00:00:00,,,,,SO 013-K Asistencia.xlsx
50,4053,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SO 013-P,2022-05-17 00:00:00,1,,,,SO 013-P Asistencia.xlsx
43,4133,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 1a. Ext 31.08.2021 (1).xlsx
28,4166,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,8 va. S.O,17.11.2021,1,-,-,-,08 Registro de Asistencia Octava Sesión Ordinaria Economia (5) - copia (1).xlsx
49,4247,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 006-D,2022-04-08 00:00:00,,,,,SE 006-D Asistencia.xlsx
42,4336,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 06.09 -2021.xlsx
28,4353,15,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,08 ava. SE,12.04.2022,1,-,-,-,08 8 ava. SESIÓN EXTRAORDINARIA 12.05.22 (1) (1).xlsx
34,4393,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,13ra Ext. (Com. Invest. Moción 1868),2022-05-06 00:00:00,,,,,ASISTENCIA DÉCIMA TERCERA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 06.05.2022).xlsx
50,4458,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 008,2022-06-15 00:00:00,,,,,SE 008 Asistencia.xlsx
34,4500,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,5ta Ext. (Com. Invest. Moción 1868),2022-02-18 00:00:00,1,,,,ASISTENCIA QUINTA SESIÓN EXTR. CPAAAAE (COM. INVEST. MOCIÓN 1868 (VIERNES 18.02.2022).xlsx
28,4666,Economia,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,12 va. SO,09.02.2022,1,-,-,-,12 Registro de Asistencia Décimo Doceava Sesión Ordinaria.xlsx
49,4802,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 005-G,2022-04-26 00:00:00,,,,,SE 005-G Asistencia.xlsx
34,4835,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,14va Ord.,2022-02-16 00:00:00,,,,,ASISTENCIA DÉCIMA CUARTA SESIÓN ORD. CPAAAAE (MIÉRCOLES 16.02.2022).xlsx
34,4928,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,12da Ext.,2022-04-29 00:00:00,,,,,ASISTENCIA DÉCIMA SEGUNDA- A SESIÓN EXTR. CPAAAAE (VIERNES 29.04.2022).xlsx
34,4952,"COMISIÓN DE PUEBLOS ANDINOS, AMAZÓNICOS, AFROPERUANOS, AMBIENTE Y ECOLOGÍA",MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,6ta Ses. y Audie. Púb. Desc. (Madre de Dios),2022-06-08 00:00:00,,,,,ASISTENCIA SEXTA SESIÓN Y AUDIENCIA PÚBLICA DESCENT. - MADRE DE DIOS COMISIÓN PUEBLOS ANDINOS (MIÉRCOLES 08.06.2022).xlsx
24,5021,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 006,2021-10-06 00:00:00,1,,,,SO 006 Asistencia.xlsx
24,5061,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SE 005-A,2022-02-11 00:00:00,1,,,,SE 005-A Asistencia.xlsx
42,5181,INC. SOCIAL,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,,,,,,,Asistencia Inclusión Social 5ta S.E. 13-04-2022.xlsx
24,5294,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Titular,Fuerza Popular,SO 013-A,2022-01-19 00:00:00,1,,,,SO 013-A Asistencia.xlsx
49,5374,FISCALIZACIÓN,MORANTE FIGARI JORGE ALBERTO,Accesitario,Fuerza Popular,SE 006-E,2022-04-29 00:00:00,,,,,SE 006-E Asistencia.xlsx
